카메라 번호,주소,상세 설명,측정 시작 시간,측정 종료 시간,카메라 통과 인원 (IN),카메라 통과 인원 (OUT),데이터입력시간
2,계동길 69,계동교회 앞,2020-03-01 9:50,2020-03-01 10:00,653,787,2020-03-01 10:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 9:50,2020-03-01 10:00,218,74,2020-03-01 10:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 9:50,2020-03-01 10:00,135,126,2020-03-01 10:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 9:50,2020-03-01 10:00,105,151,2020-03-01 10:00
2,계동길 69,계동교회 앞,2020-03-01 10:00,2020-03-01 10:10,703,818,2020-03-01 10:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 10:00,2020-03-01 10:10,236,76,2020-03-01 10:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 10:00,2020-03-01 10:10,146,131,2020-03-01 10:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 10:00,2020-03-01 10:10,107,162,2020-03-01 10:10
2,계동길 69,계동교회 앞,2020-03-01 10:10,2020-03-01 10:20,786,879,2020-03-01 10:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 10:10,2020-03-01 10:20,244,78,2020-03-01 10:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 10:10,2020-03-01 10:20,152,146,2020-03-01 10:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 10:10,2020-03-01 10:20,110,169,2020-03-01 10:20
2,계동길 69,계동교회 앞,2020-03-01 10:20,2020-03-01 10:30,826,921,2020-03-01 10:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 10:20,2020-03-01 10:30,246,78,2020-03-01 10:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 10:20,2020-03-01 10:30,159,150,2020-03-01 10:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 10:20,2020-03-01 10:30,112,178,2020-03-01 10:30
2,계동길 69,계동교회 앞,2020-03-01 10:30,2020-03-01 10:40,914,1016,2020-03-01 10:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 10:30,2020-03-01 10:40,252,82,2020-03-01 10:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 10:30,2020-03-01 10:40,169,161,2020-03-01 10:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 10:30,2020-03-01 10:40,114,196,2020-03-01 10:40
2,계동길 69,계동교회 앞,2020-03-01 10:40,2020-03-01 10:50,972,1085,2020-03-01 10:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 10:40,2020-03-01 10:50,256,88,2020-03-01 10:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 10:40,2020-03-01 10:50,182,175,2020-03-01 10:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 10:40,2020-03-01 10:50,122,205,2020-03-01 10:50
2,계동길 69,계동교회 앞,2020-03-01 10:50,2020-03-01 11:00,1040,1152,2020-03-01 11:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 10:50,2020-03-01 11:00,258,88,2020-03-01 11:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 10:50,2020-03-01 11:00,184,177,2020-03-01 11:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 10:50,2020-03-01 11:00,132,223,2020-03-01 11:00
2,계동길 69,계동교회 앞,2020-03-01 11:00,2020-03-01 11:10,1168,1235,2020-03-01 11:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 11:00,2020-03-01 11:10,266,90,2020-03-01 11:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 11:00,2020-03-01 11:10,193,196,2020-03-01 11:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 11:00,2020-03-01 11:10,148,242,2020-03-01 11:10
2,계동길 69,계동교회 앞,2020-03-01 11:10,2020-03-01 11:20,1213,1309,2020-03-01 11:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 11:10,2020-03-01 11:20,270,94,2020-03-01 11:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 11:10,2020-03-01 11:20,206,206,2020-03-01 11:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 11:10,2020-03-01 11:20,161,246,2020-03-01 11:20
2,계동길 69,계동교회 앞,2020-03-01 11:20,2020-03-01 11:30,1252,1369,2020-03-01 11:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 11:20,2020-03-01 11:30,271,100,2020-03-01 11:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 11:20,2020-03-01 11:30,223,211,2020-03-01 11:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 11:20,2020-03-01 11:30,162,257,2020-03-01 11:30
2,계동길 69,계동교회 앞,2020-03-01 11:30,2020-03-01 11:40,1282,1435,2020-03-01 11:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 11:30,2020-03-01 11:40,279,117,2020-03-01 11:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 11:30,2020-03-01 11:40,228,223,2020-03-01 11:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 11:30,2020-03-01 11:40,171,265,2020-03-01 11:40
2,계동길 69,계동교회 앞,2020-03-01 11:40,2020-03-01 11:50,1317,1491,2020-03-01 11:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 11:40,2020-03-01 11:50,285,122,2020-03-01 11:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 11:40,2020-03-01 11:50,228,231,2020-03-01 11:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 11:40,2020-03-01 11:50,193,276,2020-03-01 11:50
2,계동길 69,계동교회 앞,2020-03-01 11:50,2020-03-01 12:00,1373,1558,2020-03-01 12:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 11:50,2020-03-01 12:00,296,125,2020-03-01 12:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 11:50,2020-03-01 12:00,247,248,2020-03-01 12:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 11:50,2020-03-01 12:00,206,288,2020-03-01 12:00
2,계동길 69,계동교회 앞,2020-03-01 12:00,2020-03-01 12:10,1401,1636,2020-03-01 12:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 12:00,2020-03-01 12:10,303,129,2020-03-01 12:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 12:00,2020-03-01 12:10,254,250,2020-03-01 12:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 12:00,2020-03-01 12:10,220,304,2020-03-01 12:10
2,계동길 69,계동교회 앞,2020-03-01 12:10,2020-03-01 12:20,1497,1745,2020-03-01 12:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 12:10,2020-03-01 12:20,314,136,2020-03-01 12:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 12:10,2020-03-01 12:20,262,258,2020-03-01 12:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 12:10,2020-03-01 12:20,249,327,2020-03-01 12:20
2,계동길 69,계동교회 앞,2020-03-01 12:20,2020-03-01 12:30,1565,1872,2020-03-01 12:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 12:20,2020-03-01 12:30,330,139,2020-03-01 12:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 12:20,2020-03-01 12:30,271,265,2020-03-01 12:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 12:20,2020-03-01 12:30,258,339,2020-03-01 12:30
2,계동길 69,계동교회 앞,2020-03-01 12:30,2020-03-01 12:40,1640,1975,2020-03-01 12:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 12:30,2020-03-01 12:40,341,155,2020-03-01 12:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 12:30,2020-03-01 12:40,281,273,2020-03-01 12:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 12:30,2020-03-01 12:40,270,353,2020-03-01 12:40
2,계동길 69,계동교회 앞,2020-03-01 12:40,2020-03-01 12:50,1758,2153,2020-03-01 12:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 12:40,2020-03-01 12:50,350,162,2020-03-01 12:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 12:40,2020-03-01 12:50,299,282,2020-03-01 12:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 12:40,2020-03-01 12:50,288,377,2020-03-01 12:50
2,계동길 69,계동교회 앞,2020-03-01 12:50,2020-03-01 13:00,1821,2251,2020-03-01 13:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 12:50,2020-03-01 13:00,358,166,2020-03-01 13:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 12:50,2020-03-01 13:00,309,305,2020-03-01 13:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 12:50,2020-03-01 13:00,314,400,2020-03-01 13:00
2,계동길 69,계동교회 앞,2020-03-01 13:00,2020-03-01 13:10,1899,2344,2020-03-01 13:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 13:00,2020-03-01 13:10,378,176,2020-03-01 13:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 13:00,2020-03-01 13:10,335,314,2020-03-01 13:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 13:00,2020-03-01 13:10,325,427,2020-03-01 13:10
2,계동길 69,계동교회 앞,2020-03-01 13:10,2020-03-01 13:20,2070,2491,2020-03-01 13:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 13:10,2020-03-01 13:20,396,182,2020-03-01 13:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 13:10,2020-03-01 13:20,346,331,2020-03-01 13:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 13:10,2020-03-01 13:20,341,448,2020-03-01 13:20
2,계동길 69,계동교회 앞,2020-03-01 13:20,2020-03-01 13:30,2175,2632,2020-03-01 13:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 13:20,2020-03-01 13:30,423,193,2020-03-01 13:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 13:20,2020-03-01 13:30,372,339,2020-03-01 13:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 13:20,2020-03-01 13:30,366,476,2020-03-01 13:30
2,계동길 69,계동교회 앞,2020-03-01 13:30,2020-03-01 13:40,2248,2699,2020-03-01 13:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 13:30,2020-03-01 13:40,435,210,2020-03-01 13:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 13:30,2020-03-01 13:40,380,356,2020-03-01 13:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 13:30,2020-03-01 13:40,374,512,2020-03-01 13:40
2,계동길 69,계동교회 앞,2020-03-01 13:40,2020-03-01 13:50,2330,2761,2020-03-01 13:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 13:40,2020-03-01 13:50,452,225,2020-03-01 13:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 13:40,2020-03-01 13:50,396,364,2020-03-01 13:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 13:40,2020-03-01 13:50,396,533,2020-03-01 13:50
2,계동길 69,계동교회 앞,2020-03-01 13:50,2020-03-01 14:00,2378,2838,2020-03-01 14:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 13:50,2020-03-01 14:00,460,240,2020-03-01 14:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 13:50,2020-03-01 14:00,415,382,2020-03-01 14:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 13:50,2020-03-01 14:00,420,558,2020-03-01 14:00
2,계동길 69,계동교회 앞,2020-03-01 14:00,2020-03-01 14:10,2472,2958,2020-03-01 14:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 14:00,2020-03-01 14:10,479,260,2020-03-01 14:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 14:00,2020-03-01 14:10,430,391,2020-03-01 14:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 14:00,2020-03-01 14:10,441,585,2020-03-01 14:10
2,계동길 69,계동교회 앞,2020-03-01 14:10,2020-03-01 14:20,2538,3034,2020-03-01 14:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 14:10,2020-03-01 14:20,505,275,2020-03-01 14:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 14:10,2020-03-01 14:20,463,411,2020-03-01 14:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 14:10,2020-03-01 14:20,472,617,2020-03-01 14:20
2,계동길 69,계동교회 앞,2020-03-01 14:20,2020-03-01 14:30,2595,3101,2020-03-01 14:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 14:20,2020-03-01 14:30,533,281,2020-03-01 14:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 14:20,2020-03-01 14:30,483,424,2020-03-01 14:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 14:20,2020-03-01 14:30,497,660,2020-03-01 14:30
2,계동길 69,계동교회 앞,2020-03-01 14:30,2020-03-01 14:40,2662,3169,2020-03-01 14:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 14:30,2020-03-01 14:40,549,316,2020-03-01 14:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 14:30,2020-03-01 14:40,513,448,2020-03-01 14:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 14:30,2020-03-01 14:40,522,686,2020-03-01 14:40
2,계동길 69,계동교회 앞,2020-03-01 14:40,2020-03-01 14:50,2757,3256,2020-03-01 14:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 14:40,2020-03-01 14:50,569,329,2020-03-01 14:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 14:40,2020-03-01 14:50,533,468,2020-03-01 14:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 14:40,2020-03-01 14:50,552,704,2020-03-01 14:50
2,계동길 69,계동교회 앞,2020-03-01 14:50,2020-03-01 15:00,2846,3334,2020-03-01 15:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 14:50,2020-03-01 15:00,584,358,2020-03-01 15:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 14:50,2020-03-01 15:00,547,496,2020-03-01 15:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 14:50,2020-03-01 15:00,588,731,2020-03-01 15:00
2,계동길 69,계동교회 앞,2020-03-01 15:00,2020-03-01 15:10,2942,3417,2020-03-01 15:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 15:00,2020-03-01 15:10,597,379,2020-03-01 15:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 15:00,2020-03-01 15:10,590,526,2020-03-01 15:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 15:00,2020-03-01 15:10,622,776,2020-03-01 15:10
2,계동길 69,계동교회 앞,2020-03-01 15:10,2020-03-01 15:20,3018,3511,2020-03-01 15:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 15:10,2020-03-01 15:20,606,393,2020-03-01 15:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 15:10,2020-03-01 15:20,608,540,2020-03-01 15:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 15:10,2020-03-01 15:20,669,798,2020-03-01 15:20
2,계동길 69,계동교회 앞,2020-03-01 15:20,2020-03-01 15:30,3097,3630,2020-03-01 15:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 15:20,2020-03-01 15:30,620,413,2020-03-01 15:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 15:20,2020-03-01 15:30,621,553,2020-03-01 15:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 15:20,2020-03-01 15:30,700,836,2020-03-01 15:30
2,계동길 69,계동교회 앞,2020-03-01 15:30,2020-03-01 15:40,3149,3717,2020-03-01 15:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 15:30,2020-03-01 15:40,635,431,2020-03-01 15:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 15:30,2020-03-01 15:40,639,567,2020-03-01 15:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 15:30,2020-03-01 15:40,728,889,2020-03-01 15:40
2,계동길 69,계동교회 앞,2020-03-01 15:40,2020-03-01 15:50,3228,3829,2020-03-01 15:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 15:40,2020-03-01 15:50,659,443,2020-03-01 15:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 15:40,2020-03-01 15:50,658,583,2020-03-01 15:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 15:40,2020-03-01 15:50,762,936,2020-03-01 15:50
2,계동길 69,계동교회 앞,2020-03-01 15:50,2020-03-01 16:00,3292,3902,2020-03-01 16:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 15:50,2020-03-01 16:00,682,462,2020-03-01 16:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 15:50,2020-03-01 16:00,674,600,2020-03-01 16:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 15:50,2020-03-01 16:00,799,996,2020-03-01 16:00
2,계동길 69,계동교회 앞,2020-03-01 16:00,2020-03-01 16:10,3397,3991,2020-03-01 16:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 16:00,2020-03-01 16:10,695,492,2020-03-01 16:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 16:00,2020-03-01 16:10,697,627,2020-03-01 16:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 16:00,2020-03-01 16:10,819,1021,2020-03-01 16:10
2,계동길 69,계동교회 앞,2020-03-01 16:10,2020-03-01 16:20,3465,4058,2020-03-01 16:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 16:10,2020-03-01 16:20,714,511,2020-03-01 16:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 16:10,2020-03-01 16:20,717,646,2020-03-01 16:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 16:10,2020-03-01 16:20,853,1060,2020-03-01 16:20
2,계동길 69,계동교회 앞,2020-03-01 16:20,2020-03-01 16:30,3526,4112,2020-03-01 16:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 16:20,2020-03-01 16:30,721,542,2020-03-01 16:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 16:20,2020-03-01 16:30,759,666,2020-03-01 16:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 16:20,2020-03-01 16:30,875,1079,2020-03-01 16:30
2,계동길 69,계동교회 앞,2020-03-01 16:30,2020-03-01 16:40,3576,4200,2020-03-01 16:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 16:30,2020-03-01 16:40,738,552,2020-03-01 16:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 16:30,2020-03-01 16:40,784,682,2020-03-01 16:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 16:30,2020-03-01 16:40,905,1110,2020-03-01 16:40
2,계동길 69,계동교회 앞,2020-03-01 16:40,2020-03-01 16:50,3637,4267,2020-03-01 16:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 16:40,2020-03-01 16:50,751,602,2020-03-01 16:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 16:40,2020-03-01 16:50,812,708,2020-03-01 16:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 16:40,2020-03-01 16:50,923,1114,2020-03-01 16:50
2,계동길 69,계동교회 앞,2020-03-01 16:50,2020-03-01 17:00,3680,4331,2020-03-01 17:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 16:50,2020-03-01 17:00,772,627,2020-03-01 17:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 16:50,2020-03-01 17:00,836,726,2020-03-01 17:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 16:50,2020-03-01 17:00,957,1160,2020-03-01 17:00
2,계동길 69,계동교회 앞,2020-03-01 17:00,2020-03-01 17:10,3745,4401,2020-03-01 17:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 17:00,2020-03-01 17:10,783,665,2020-03-01 17:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 17:00,2020-03-01 17:10,856,733,2020-03-01 17:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 17:00,2020-03-01 17:10,988,1188,2020-03-01 17:10
2,계동길 69,계동교회 앞,2020-03-01 17:10,2020-03-01 17:20,3796,4493,2020-03-01 17:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 17:10,2020-03-01 17:20,799,685,2020-03-01 17:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 17:10,2020-03-01 17:20,879,742,2020-03-01 17:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 17:10,2020-03-01 17:20,1008,1221,2020-03-01 17:20
2,계동길 69,계동교회 앞,2020-03-01 17:20,2020-03-01 17:30,3876,4604,2020-03-01 17:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 17:20,2020-03-01 17:30,821,710,2020-03-01 17:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 17:20,2020-03-01 17:30,886,764,2020-03-01 17:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 17:20,2020-03-01 17:30,1044,1267,2020-03-01 17:30
2,계동길 69,계동교회 앞,2020-03-01 17:30,2020-03-01 17:40,3902,4688,2020-03-01 17:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 17:30,2020-03-01 17:40,830,732,2020-03-01 17:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 17:30,2020-03-01 17:40,934,793,2020-03-01 17:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 17:30,2020-03-01 17:40,1066,1288,2020-03-01 17:40
2,계동길 69,계동교회 앞,2020-03-01 17:40,2020-03-01 17:50,3959,4753,2020-03-01 17:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 17:40,2020-03-01 17:50,840,744,2020-03-01 17:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 17:40,2020-03-01 17:50,944,807,2020-03-01 17:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 17:40,2020-03-01 17:50,1099,1321,2020-03-01 17:50
2,계동길 69,계동교회 앞,2020-03-01 17:50,2020-03-01 18:00,4016,4818,2020-03-01 18:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 17:50,2020-03-01 18:00,856,776,2020-03-01 18:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 17:50,2020-03-01 18:00,946,817,2020-03-01 18:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 17:50,2020-03-01 18:00,1117,1364,2020-03-01 18:00
2,계동길 69,계동교회 앞,2020-03-01 18:00,2020-03-01 18:10,4062,4876,2020-03-01 18:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 18:00,2020-03-01 18:10,879,808,2020-03-01 18:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 18:00,2020-03-01 18:10,958,843,2020-03-01 18:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 18:00,2020-03-01 18:10,1120,1387,2020-03-01 18:10
2,계동길 69,계동교회 앞,2020-03-01 18:10,2020-03-01 18:20,4097,4921,2020-03-01 18:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 18:10,2020-03-01 18:20,894,816,2020-03-01 18:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 18:10,2020-03-01 18:20,973,845,2020-03-01 18:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 18:10,2020-03-01 18:20,1150,1411,2020-03-01 18:20
2,계동길 69,계동교회 앞,2020-03-01 18:20,2020-03-01 18:30,4134,4974,2020-03-01 18:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 18:20,2020-03-01 18:30,907,837,2020-03-01 18:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 18:20,2020-03-01 18:30,982,853,2020-03-01 18:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 18:20,2020-03-01 18:30,1184,1459,2020-03-01 18:30
2,계동길 69,계동교회 앞,2020-03-01 18:30,2020-03-01 18:40,4153,4996,2020-03-01 18:40
1,율곡로3길 50,덕성여고 앞,2020-03-01 18:30,2020-03-01 18:40,915,850,2020-03-01 18:40
3,북촌로11길 1,돈미약국 앞,2020-03-01 18:30,2020-03-01 18:40,994,864,2020-03-01 18:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 18:30,2020-03-01 18:40,1204,1480,2020-03-01 18:40
2,계동길 69,계동교회 앞,2020-03-01 18:40,2020-03-01 18:50,4163,5010,2020-03-01 18:50
1,율곡로3길 50,덕성여고 앞,2020-03-01 18:40,2020-03-01 18:50,922,876,2020-03-01 18:50
3,북촌로11길 1,돈미약국 앞,2020-03-01 18:40,2020-03-01 18:50,1005,885,2020-03-01 18:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 18:40,2020-03-01 18:50,1238,1515,2020-03-01 18:50
2,계동길 69,계동교회 앞,2020-03-01 18:50,2020-03-01 19:00,4183,5036,2020-03-01 19:00
1,율곡로3길 50,덕성여고 앞,2020-03-01 18:50,2020-03-01 19:00,930,884,2020-03-01 19:00
3,북촌로11길 1,돈미약국 앞,2020-03-01 18:50,2020-03-01 19:00,1018,895,2020-03-01 19:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 18:50,2020-03-01 19:00,1256,1535,2020-03-01 19:00
2,계동길 69,계동교회 앞,2020-03-01 19:00,2020-03-01 19:10,4213,5085,2020-03-01 19:10
1,율곡로3길 50,덕성여고 앞,2020-03-01 19:00,2020-03-01 19:10,948,904,2020-03-01 19:10
3,북촌로11길 1,돈미약국 앞,2020-03-01 19:00,2020-03-01 19:10,1028,906,2020-03-01 19:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 19:00,2020-03-01 19:10,1288,1547,2020-03-01 19:10
2,계동길 69,계동교회 앞,2020-03-01 19:10,2020-03-01 19:20,4215,5120,2020-03-01 19:20
1,율곡로3길 50,덕성여고 앞,2020-03-01 19:10,2020-03-01 19:20,959,923,2020-03-01 19:20
3,북촌로11길 1,돈미약국 앞,2020-03-01 19:10,2020-03-01 19:20,1031,910,2020-03-01 19:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 19:10,2020-03-01 19:20,1324,1574,2020-03-01 19:20
2,계동길 69,계동교회 앞,2020-03-01 19:20,2020-03-01 19:30,4226,5165,2020-03-01 19:30
1,율곡로3길 50,덕성여고 앞,2020-03-01 19:20,2020-03-01 19:30,967,952,2020-03-01 19:30
3,북촌로11길 1,돈미약국 앞,2020-03-01 19:20,2020-03-01 19:30,1049,923,2020-03-01 19:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-01 19:20,2020-03-01 19:30,1387,1621,2020-03-01 19:30
