카메라 번호,주소,상세 설명,측정 시작 시간,측정 종료 시간,카메라 통과 인원 (IN),카메라 통과 인원 (OUT),데이터입력시간
1,율곡로3길 50,덕성여고 앞,2020-03-22 14:10,2020-03-22 14:20,1052,692,2020-03-22 14:20
2,계동길 69,계동교회 앞,2020-03-22 14:20,2020-03-22 14:30,2516,3013,2020-03-22 14:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 14:20,2020-03-22 14:30,776,711,2020-03-22 14:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 14:20,2020-03-22 14:30,864,1186,2020-03-22 14:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 14:20,2020-03-22 14:30,1097,761,2020-03-22 14:30
2,계동길 69,계동교회 앞,2020-03-22 14:30,2020-03-22 14:40,2639,3124,2020-03-22 14:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 14:30,2020-03-22 14:40,810,750,2020-03-22 14:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 14:30,2020-03-22 14:40,915,1284,2020-03-22 14:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 14:30,2020-03-22 14:40,1141,792,2020-03-22 14:40
2,계동길 69,계동교회 앞,2020-03-22 14:40,2020-03-22 14:50,2744,3228,2020-03-22 14:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 14:40,2020-03-22 14:50,841,778,2020-03-22 14:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 14:40,2020-03-22 14:50,981,1350,2020-03-22 14:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 14:40,2020-03-22 14:50,1230,904,2020-03-22 14:50
2,계동길 69,계동교회 앞,2020-03-22 14:50,2020-03-22 15:00,2860,3320,2020-03-22 15:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 14:50,2020-03-22 15:00,905,835,2020-03-22 15:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 14:50,2020-03-22 15:00,1079,1435,2020-03-22 15:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 14:50,2020-03-22 15:00,1297,990,2020-03-22 15:00
2,계동길 69,계동교회 앞,2020-03-22 15:00,2020-03-22 15:10,2973,3474,2020-03-22 15:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 15:00,2020-03-22 15:10,962,885,2020-03-22 15:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 15:00,2020-03-22 15:10,1147,1507,2020-03-22 15:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 15:00,2020-03-22 15:10,1357,1106,2020-03-22 15:10
2,계동길 69,계동교회 앞,2020-03-22 15:10,2020-03-22 15:20,3050,3614,2020-03-22 15:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 15:10,2020-03-22 15:20,1021,916,2020-03-22 15:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 15:10,2020-03-22 15:20,1214,1582,2020-03-22 15:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 15:10,2020-03-22 15:20,1424,1155,2020-03-22 15:20
2,계동길 69,계동교회 앞,2020-03-22 15:20,2020-03-22 15:30,3127,3701,2020-03-22 15:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 15:20,2020-03-22 15:30,1056,944,2020-03-22 15:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 15:20,2020-03-22 15:30,1282,1671,2020-03-22 15:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 15:20,2020-03-22 15:30,1515,1250,2020-03-22 15:30
2,계동길 69,계동교회 앞,2020-03-22 15:30,2020-03-22 15:40,3193,3818,2020-03-22 15:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 15:30,2020-03-22 15:40,1125,1009,2020-03-22 15:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 15:30,2020-03-22 15:40,1366,1776,2020-03-22 15:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 15:30,2020-03-22 15:40,1613,1339,2020-03-22 15:40
2,계동길 69,계동교회 앞,2020-03-22 15:40,2020-03-22 15:50,3257,3954,2020-03-22 15:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 15:40,2020-03-22 15:50,1203,1067,2020-03-22 15:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 15:40,2020-03-22 15:50,1453,1859,2020-03-22 15:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 15:40,2020-03-22 15:50,1697,1438,2020-03-22 15:50
2,계동길 69,계동교회 앞,2020-03-22 15:50,2020-03-22 16:00,3347,4000,2020-03-22 16:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 15:50,2020-03-22 16:00,1263,1122,2020-03-22 16:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 15:50,2020-03-22 16:00,1529,1918,2020-03-22 16:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 15:50,2020-03-22 16:00,1792,1507,2020-03-22 16:00
2,계동길 69,계동교회 앞,2020-03-22 16:00,2020-03-22 16:10,3406,4111,2020-03-22 16:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 16:00,2020-03-22 16:10,1328,1189,2020-03-22 16:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 16:00,2020-03-22 16:10,1601,1994,2020-03-22 16:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 16:00,2020-03-22 16:10,1878,1626,2020-03-22 16:10
2,계동길 69,계동교회 앞,2020-03-22 16:10,2020-03-22 16:20,3486,4183,2020-03-22 16:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 16:10,2020-03-22 16:20,1398,1243,2020-03-22 16:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 16:10,2020-03-22 16:20,1701,2079,2020-03-22 16:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 16:10,2020-03-22 16:20,1982,1707,2020-03-22 16:20
2,계동길 69,계동교회 앞,2020-03-22 16:20,2020-03-22 16:30,3544,4269,2020-03-22 16:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 16:20,2020-03-22 16:30,1455,1281,2020-03-22 16:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 16:20,2020-03-22 16:30,1783,2189,2020-03-22 16:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 16:20,2020-03-22 16:30,2084,1842,2020-03-22 16:30
2,계동길 69,계동교회 앞,2020-03-22 16:30,2020-03-22 16:40,3591,4369,2020-03-22 16:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 16:30,2020-03-22 16:40,1494,1336,2020-03-22 16:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 16:30,2020-03-22 16:40,1832,2271,2020-03-22 16:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 16:30,2020-03-22 16:40,2179,1926,2020-03-22 16:40
2,계동길 69,계동교회 앞,2020-03-22 16:40,2020-03-22 16:50,3634,4446,2020-03-22 16:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 16:40,2020-03-22 16:50,1546,1393,2020-03-22 16:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 16:40,2020-03-22 16:50,1909,2373,2020-03-22 16:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 16:40,2020-03-22 16:50,2269,2034,2020-03-22 16:50
2,계동길 69,계동교회 앞,2020-03-22 16:50,2020-03-22 17:00,3717,4562,2020-03-22 17:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 16:50,2020-03-22 17:00,1598,1458,2020-03-22 17:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 16:50,2020-03-22 17:00,1994,2464,2020-03-22 17:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 16:50,2020-03-22 17:00,2359,2110,2020-03-22 17:00
2,계동길 69,계동교회 앞,2020-03-22 17:00,2020-03-22 17:10,3793,4615,2020-03-22 17:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 17:00,2020-03-22 17:10,1693,1541,2020-03-22 17:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 17:00,2020-03-22 17:10,2079,2557,2020-03-22 17:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 17:00,2020-03-22 17:10,2437,2217,2020-03-22 17:10
2,계동길 69,계동교회 앞,2020-03-22 17:10,2020-03-22 17:20,3886,4717,2020-03-22 17:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 17:10,2020-03-22 17:20,1747,1623,2020-03-22 17:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 17:10,2020-03-22 17:20,2157,2633,2020-03-22 17:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 17:10,2020-03-22 17:20,2488,2302,2020-03-22 17:20
2,계동길 69,계동교회 앞,2020-03-22 17:20,2020-03-22 17:30,3959,4814,2020-03-22 17:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 17:20,2020-03-22 17:30,1793,1676,2020-03-22 17:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 17:20,2020-03-22 17:30,2214,2723,2020-03-22 17:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 17:20,2020-03-22 17:30,2534,2409,2020-03-22 17:30
2,계동길 69,계동교회 앞,2020-03-22 17:30,2020-03-22 17:40,4041,4917,2020-03-22 17:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 17:30,2020-03-22 17:40,1846,1736,2020-03-22 17:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 17:30,2020-03-22 17:40,2297,2776,2020-03-22 17:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 17:30,2020-03-22 17:40,2589,2489,2020-03-22 17:40
2,계동길 69,계동교회 앞,2020-03-22 17:40,2020-03-22 17:50,4140,5048,2020-03-22 17:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 17:40,2020-03-22 17:50,1890,1778,2020-03-22 17:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 17:40,2020-03-22 17:50,2388,2840,2020-03-22 17:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 17:40,2020-03-22 17:50,2626,2578,2020-03-22 17:50
2,계동길 69,계동교회 앞,2020-03-22 17:50,2020-03-22 18:00,4241,5133,2020-03-22 18:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 17:50,2020-03-22 18:00,1922,1824,2020-03-22 18:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 17:50,2020-03-22 18:00,2450,2902,2020-03-22 18:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 17:50,2020-03-22 18:00,2678,2666,2020-03-22 18:00
2,계동길 69,계동교회 앞,2020-03-22 18:00,2020-03-22 18:10,4299,5194,2020-03-22 18:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 18:00,2020-03-22 18:10,1972,1857,2020-03-22 18:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 18:00,2020-03-22 18:10,2517,2976,2020-03-22 18:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 18:00,2020-03-22 18:10,2702,2760,2020-03-22 18:10
2,계동길 69,계동교회 앞,2020-03-22 18:10,2020-03-22 18:20,4385,5292,2020-03-22 18:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 18:10,2020-03-22 18:20,1986,1886,2020-03-22 18:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 18:10,2020-03-22 18:20,2600,3047,2020-03-22 18:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 18:10,2020-03-22 18:20,2770,2841,2020-03-22 18:20
2,계동길 69,계동교회 앞,2020-03-22 18:20,2020-03-22 18:30,4509,5373,2020-03-22 18:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 18:20,2020-03-22 18:30,1997,1911,2020-03-22 18:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 18:20,2020-03-22 18:30,2678,3100,2020-03-22 18:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 18:20,2020-03-22 18:30,2795,2932,2020-03-22 18:30
2,계동길 69,계동교회 앞,2020-03-22 18:30,2020-03-22 18:40,4615,5473,2020-03-22 18:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 18:30,2020-03-22 18:40,2025,1938,2020-03-22 18:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 18:30,2020-03-22 18:40,2722,3157,2020-03-22 18:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 18:30,2020-03-22 18:40,2813,3018,2020-03-22 18:40
2,계동길 69,계동교회 앞,2020-03-22 18:40,2020-03-22 18:50,4727,5596,2020-03-22 18:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 18:40,2020-03-22 18:50,2035,1967,2020-03-22 18:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 18:40,2020-03-22 18:50,2778,3218,2020-03-22 18:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 18:40,2020-03-22 18:50,2830,3099,2020-03-22 18:50
2,계동길 69,계동교회 앞,2020-03-22 18:50,2020-03-22 19:00,4800,5682,2020-03-22 19:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 18:50,2020-03-22 19:00,2060,1989,2020-03-22 19:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 18:50,2020-03-22 19:00,2839,3273,2020-03-22 19:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 18:50,2020-03-22 19:00,2866,3147,2020-03-22 19:00
2,계동길 69,계동교회 앞,2020-03-22 19:00,2020-03-22 19:10,4840,5736,2020-03-22 19:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 19:00,2020-03-22 19:10,2074,2005,2020-03-22 19:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 19:00,2020-03-22 19:10,2880,3315,2020-03-22 19:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 19:00,2020-03-22 19:10,2887,3215,2020-03-22 19:10
2,계동길 69,계동교회 앞,2020-03-22 19:10,2020-03-22 19:20,4858,5808,2020-03-22 19:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 19:10,2020-03-22 19:20,2092,2040,2020-03-22 19:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 19:10,2020-03-22 19:20,2937,3365,2020-03-22 19:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 19:10,2020-03-22 19:20,2906,3290,2020-03-22 19:20
2,계동길 69,계동교회 앞,2020-03-22 19:20,2020-03-22 19:30,4886,5852,2020-03-22 19:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 19:20,2020-03-22 19:30,2115,2077,2020-03-22 19:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 19:20,2020-03-22 19:30,2973,3407,2020-03-22 19:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 19:20,2020-03-22 19:30,2945,3371,2020-03-22 19:30
2,계동길 69,계동교회 앞,2020-03-22 19:30,2020-03-22 19:40,4900,5888,2020-03-22 19:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 19:30,2020-03-22 19:40,2122,2102,2020-03-22 19:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 19:30,2020-03-22 19:40,3020,3451,2020-03-22 19:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 19:30,2020-03-22 19:40,2969,3410,2020-03-22 19:40
2,계동길 69,계동교회 앞,2020-03-22 19:40,2020-03-22 19:50,4909,5910,2020-03-22 19:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 19:40,2020-03-22 19:50,2130,2130,2020-03-22 19:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 19:40,2020-03-22 19:50,3046,3498,2020-03-22 19:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 19:40,2020-03-22 19:50,2981,3462,2020-03-22 19:50
2,계동길 69,계동교회 앞,2020-03-22 19:50,2020-03-22 20:00,4927,5937,2020-03-22 20:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 19:50,2020-03-22 20:00,2141,2150,2020-03-22 20:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 19:50,2020-03-22 20:00,3075,3518,2020-03-22 20:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 19:50,2020-03-22 20:00,2993,3491,2020-03-22 20:00
2,계동길 69,계동교회 앞,2020-03-22 20:00,2020-03-22 20:10,4947,5968,2020-03-22 20:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 20:00,2020-03-22 20:10,2151,2170,2020-03-22 20:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 20:00,2020-03-22 20:10,3086,3556,2020-03-22 20:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 20:00,2020-03-22 20:10,3000,3544,2020-03-22 20:10
2,계동길 69,계동교회 앞,2020-03-22 20:10,2020-03-22 20:20,4956,5989,2020-03-22 20:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 20:10,2020-03-22 20:20,2163,2182,2020-03-22 20:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 20:10,2020-03-22 20:20,3113,3573,2020-03-22 20:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 20:10,2020-03-22 20:20,3014,3573,2020-03-22 20:20
2,계동길 69,계동교회 앞,2020-03-22 20:20,2020-03-22 20:30,4972,5995,2020-03-22 20:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 20:20,2020-03-22 20:30,2169,2201,2020-03-22 20:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 20:20,2020-03-22 20:30,3142,3590,2020-03-22 20:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 20:20,2020-03-22 20:30,3031,3633,2020-03-22 20:30
2,계동길 69,계동교회 앞,2020-03-22 20:30,2020-03-22 20:40,4981,6018,2020-03-22 20:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 20:30,2020-03-22 20:40,2171,2218,2020-03-22 20:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 20:30,2020-03-22 20:40,3169,3600,2020-03-22 20:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 20:30,2020-03-22 20:40,3043,3676,2020-03-22 20:40
2,계동길 69,계동교회 앞,2020-03-22 20:40,2020-03-22 20:50,4989,6036,2020-03-22 20:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 20:40,2020-03-22 20:50,2177,2223,2020-03-22 20:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 20:40,2020-03-22 20:50,3187,3621,2020-03-22 20:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 20:40,2020-03-22 20:50,3048,3697,2020-03-22 20:50
2,계동길 69,계동교회 앞,2020-03-22 20:50,2020-03-22 21:00,4998,6051,2020-03-22 21:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 20:50,2020-03-22 21:00,2186,2229,2020-03-22 21:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 20:50,2020-03-22 21:00,3206,3649,2020-03-22 21:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 20:50,2020-03-22 21:00,3074,3724,2020-03-22 21:00
2,계동길 69,계동교회 앞,2020-03-22 21:00,2020-03-22 21:10,5015,6091,2020-03-22 21:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 21:00,2020-03-22 21:10,2197,2237,2020-03-22 21:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 21:00,2020-03-22 21:10,3211,3662,2020-03-22 21:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 21:00,2020-03-22 21:10,3097,3747,2020-03-22 21:10
2,계동길 69,계동교회 앞,2020-03-22 21:10,2020-03-22 21:20,5023,6108,2020-03-22 21:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 21:10,2020-03-22 21:20,2219,2258,2020-03-22 21:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 21:10,2020-03-22 21:20,3232,3671,2020-03-22 21:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 21:10,2020-03-22 21:20,3117,3770,2020-03-22 21:20
2,계동길 69,계동교회 앞,2020-03-22 21:20,2020-03-22 21:30,5026,6128,2020-03-22 21:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 21:20,2020-03-22 21:30,2223,2281,2020-03-22 21:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 21:20,2020-03-22 21:30,3241,3685,2020-03-22 21:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 21:20,2020-03-22 21:30,3148,3801,2020-03-22 21:30
2,계동길 69,계동교회 앞,2020-03-22 21:30,2020-03-22 21:40,5035,6144,2020-03-22 21:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 21:30,2020-03-22 21:40,2235,2287,2020-03-22 21:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 21:30,2020-03-22 21:40,3247,3694,2020-03-22 21:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 21:30,2020-03-22 21:40,3163,3818,2020-03-22 21:40
2,계동길 69,계동교회 앞,2020-03-22 21:40,2020-03-22 21:50,5043,6150,2020-03-22 21:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 21:40,2020-03-22 21:50,2238,2292,2020-03-22 21:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 21:40,2020-03-22 21:50,3254,3701,2020-03-22 21:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 21:40,2020-03-22 21:50,3172,3832,2020-03-22 21:50
2,계동길 69,계동교회 앞,2020-03-22 21:50,2020-03-22 22:00,5052,6171,2020-03-22 22:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 21:50,2020-03-22 22:00,2264,2295,2020-03-22 22:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 21:50,2020-03-22 22:00,3272,3701,2020-03-22 22:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 21:50,2020-03-22 22:00,3177,3845,2020-03-22 22:00
2,계동길 69,계동교회 앞,2020-03-22 22:00,2020-03-22 22:10,5069,6217,2020-03-22 22:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 22:00,2020-03-22 22:10,2266,2306,2020-03-22 22:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 22:00,2020-03-22 22:10,3281,3713,2020-03-22 22:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 22:00,2020-03-22 22:10,3184,3856,2020-03-22 22:10
2,계동길 69,계동교회 앞,2020-03-22 22:10,2020-03-22 22:20,5082,6284,2020-03-22 22:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 22:10,2020-03-22 22:20,2276,2309,2020-03-22 22:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 22:10,2020-03-22 22:20,3303,3726,2020-03-22 22:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 22:10,2020-03-22 22:20,3194,3865,2020-03-22 22:20
2,계동길 69,계동교회 앞,2020-03-22 22:20,2020-03-22 22:30,5087,6295,2020-03-22 22:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 22:20,2020-03-22 22:30,2281,2322,2020-03-22 22:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 22:20,2020-03-22 22:30,3331,3747,2020-03-22 22:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 22:20,2020-03-22 22:30,3206,3883,2020-03-22 22:30
2,계동길 69,계동교회 앞,2020-03-22 22:30,2020-03-22 22:40,5092,6298,2020-03-22 22:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 22:30,2020-03-22 22:40,2283,2324,2020-03-22 22:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 22:30,2020-03-22 22:40,3340,3752,2020-03-22 22:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 22:30,2020-03-22 22:40,3206,3883,2020-03-22 22:40
2,계동길 69,계동교회 앞,2020-03-22 22:40,2020-03-22 22:50,5100,6317,2020-03-22 22:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 22:40,2020-03-22 22:50,2293,2325,2020-03-22 22:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 22:40,2020-03-22 22:50,3343,3773,2020-03-22 22:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 22:40,2020-03-22 22:50,3213,3892,2020-03-22 22:50
2,계동길 69,계동교회 앞,2020-03-22 22:50,2020-03-22 23:00,5103,6326,2020-03-22 23:00
3,북촌로11길 1,돈미약국 앞,2020-03-22 22:50,2020-03-22 23:00,2299,2337,2020-03-22 23:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 22:50,2020-03-22 23:00,3360,3784,2020-03-22 23:00
1,율곡로3길 50,덕성여고 앞,2020-03-22 22:50,2020-03-22 23:00,3213,3895,2020-03-22 23:00
2,계동길 69,계동교회 앞,2020-03-22 23:00,2020-03-22 23:10,5107,6333,2020-03-22 23:10
3,북촌로11길 1,돈미약국 앞,2020-03-22 23:00,2020-03-22 23:10,2320,2350,2020-03-22 23:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 23:00,2020-03-22 23:10,3366,3792,2020-03-22 23:10
1,율곡로3길 50,덕성여고 앞,2020-03-22 23:00,2020-03-22 23:10,3219,3898,2020-03-22 23:10
2,계동길 69,계동교회 앞,2020-03-22 23:10,2020-03-22 23:20,5110,6337,2020-03-22 23:20
3,북촌로11길 1,돈미약국 앞,2020-03-22 23:10,2020-03-22 23:20,2334,2352,2020-03-22 23:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 23:10,2020-03-22 23:20,3369,3794,2020-03-22 23:20
1,율곡로3길 50,덕성여고 앞,2020-03-22 23:10,2020-03-22 23:20,3225,3898,2020-03-22 23:20
2,계동길 69,계동교회 앞,2020-03-22 23:20,2020-03-22 23:30,5115,6341,2020-03-22 23:30
3,북촌로11길 1,돈미약국 앞,2020-03-22 23:20,2020-03-22 23:30,2346,2373,2020-03-22 23:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 23:20,2020-03-22 23:30,3369,3806,2020-03-22 23:30
1,율곡로3길 50,덕성여고 앞,2020-03-22 23:20,2020-03-22 23:30,3239,3900,2020-03-22 23:30
2,계동길 69,계동교회 앞,2020-03-22 23:30,2020-03-22 23:40,5128,6345,2020-03-22 23:40
3,북촌로11길 1,돈미약국 앞,2020-03-22 23:30,2020-03-22 23:40,2352,2379,2020-03-22 23:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 23:30,2020-03-22 23:40,3371,3806,2020-03-22 23:40
1,율곡로3길 50,덕성여고 앞,2020-03-22 23:30,2020-03-22 23:40,3244,3908,2020-03-22 23:40
2,계동길 69,계동교회 앞,2020-03-22 23:40,2020-03-22 23:50,5130,6353,2020-03-22 23:50
3,북촌로11길 1,돈미약국 앞,2020-03-22 23:40,2020-03-22 23:50,2369,2385,2020-03-22 23:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-22 23:40,2020-03-22 23:50,3377,3808,2020-03-22 23:50
1,율곡로3길 50,덕성여고 앞,2020-03-22 23:40,2020-03-22 23:50,3249,3911,2020-03-22 23:50
2,계동길 69,계동교회 앞,2020-03-23 0:00,2020-03-23 0:10,6,10,2020-03-23 0:10
3,북촌로11길 1,돈미약국 앞,2020-03-23 0:00,2020-03-23 0:10,4,1,2020-03-23 0:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-23 0:00,2020-03-23 0:10,4,2,2020-03-23 0:10
2,계동길 69,계동교회 앞,2020-03-23 0:10,2020-03-23 0:20,10,10,2020-03-23 0:20
3,북촌로11길 1,돈미약국 앞,2020-03-23 0:10,2020-03-23 0:20,15,12,2020-03-23 0:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-23 0:10,2020-03-23 0:20,4,2,2020-03-23 0:20
1,율곡로3길 50,덕성여고 앞,2020-03-23 0:10,2020-03-23 0:20,2,0,2020-03-23 0:20
